threshold,face_index,distance,is_same_person,will_mosaic
0.45,0,0.6112150290743884,False,True
0.45,1,0.5381822334218123,False,True
0.45,2,0.6292234850318996,False,True
0.45,3,0.3417257936099696,True,False
0.45,4,0.44087115136846344,True,False
0.45,5,0.5716037793083762,False,True
0.45,6,0.9612752575574478,False,True
0.47000000000000003,0,0.6112150290743884,False,True
0.47000000000000003,1,0.5381822334218123,False,True
0.47000000000000003,2,0.6292234850318996,False,True
0.47000000000000003,3,0.3417257936099696,True,False
0.47000000000000003,4,0.44087115136846344,True,False
0.47000000000000003,5,0.5716037793083762,False,True
0.47000000000000003,6,0.9612752575574478,False,True
0.49000000000000005,0,0.6112150290743884,False,True
0.49000000000000005,1,0.5381822334218123,False,True
0.49000000000000005,2,0.6292234850318996,False,True
0.49000000000000005,3,0.3417257936099696,True,False
0.49000000000000005,4,0.44087115136846344,True,False
0.49000000000000005,5,0.5716037793083762,False,True
0.49000000000000005,6,0.9612752575574478,False,True
0.51,0,0.6112150290743884,False,True
0.51,1,0.5381822334218123,False,True
0.51,2,0.6292234850318996,False,True
0.51,3,0.3417257936099696,True,False
0.51,4,0.44087115136846344,True,False
0.51,5,0.5716037793083762,False,True
0.51,6,0.9612752575574478,False,True
0.53,0,0.6112150290743884,False,True
0.53,1,0.5381822334218123,False,True
0.53,2,0.6292234850318996,False,True
0.53,3,0.3417257936099696,True,False
0.53,4,0.44087115136846344,True,False
0.53,5,0.5716037793083762,False,True
0.53,6,0.9612752575574478,False,True
0.55,0,0.6112150290743884,False,True
0.55,1,0.5381822334218123,True,False
0.55,2,0.6292234850318996,False,True
0.55,3,0.3417257936099696,True,False
0.55,4,0.44087115136846344,True,False
0.55,5,0.5716037793083762,False,True
0.55,6,0.9612752575574478,False,True
0.5700000000000001,0,0.6112150290743884,False,True
0.5700000000000001,1,0.5381822334218123,True,False
0.5700000000000001,2,0.6292234850318996,False,True
0.5700000000000001,3,0.3417257936099696,True,False
0.5700000000000001,4,0.44087115136846344,True,False
0.5700000000000001,5,0.5716037793083762,False,True
0.5700000000000001,6,0.9612752575574478,False,True
