threshold,total_faces,same_person_count,diff_person_count,avg_distance,min_distance,max_distance
0.45,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
0.47000000000000003,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
0.49000000000000005,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
0.51,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
0.53,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
0.55,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
0.5700000000000001,4,0,4,0.6695433482443097,0.5785998744189267,0.7776663193087412
