threshold,face_index,distance,is_same_person,will_mosaic
0.45,0,0.9742092548654657,False,True
0.45,1,0.9227376421354865,False,True
0.45,2,0.5964209890694201,False,True
0.45,3,0.7907618329445226,False,True
0.45,4,0.6136801877506798,False,True
0.45,5,0.47606358313355013,False,True
0.45,6,0.9873939846971594,False,True
0.45,7,0.656018746717526,False,True
0.47000000000000003,0,0.9742092548654657,False,True
0.47000000000000003,1,0.9227376421354865,False,True
0.47000000000000003,2,0.5964209890694201,False,True
0.47000000000000003,3,0.7907618329445226,False,True
0.47000000000000003,4,0.6136801877506798,False,True
0.47000000000000003,5,0.47606358313355013,False,True
0.47000000000000003,6,0.9873939846971594,False,True
0.47000000000000003,7,0.656018746717526,False,True
0.49000000000000005,0,0.9742092548654657,False,True
0.49000000000000005,1,0.9227376421354865,False,True
0.49000000000000005,2,0.5964209890694201,False,True
0.49000000000000005,3,0.7907618329445226,False,True
0.49000000000000005,4,0.6136801877506798,False,True
0.49000000000000005,5,0.47606358313355013,True,False
0.49000000000000005,6,0.9873939846971594,False,True
0.49000000000000005,7,0.656018746717526,False,True
0.51,0,0.9742092548654657,False,True
0.51,1,0.9227376421354865,False,True
0.51,2,0.5964209890694201,False,True
0.51,3,0.7907618329445226,False,True
0.51,4,0.6136801877506798,False,True
0.51,5,0.47606358313355013,True,False
0.51,6,0.9873939846971594,False,True
0.51,7,0.656018746717526,False,True
0.53,0,0.9742092548654657,False,True
0.53,1,0.9227376421354865,False,True
0.53,2,0.5964209890694201,False,True
0.53,3,0.7907618329445226,False,True
0.53,4,0.6136801877506798,False,True
0.53,5,0.47606358313355013,True,False
0.53,6,0.9873939846971594,False,True
0.53,7,0.656018746717526,False,True
0.55,0,0.9742092548654657,False,True
0.55,1,0.9227376421354865,False,True
0.55,2,0.5964209890694201,False,True
0.55,3,0.7907618329445226,False,True
0.55,4,0.6136801877506798,False,True
0.55,5,0.47606358313355013,True,False
0.55,6,0.9873939846971594,False,True
0.55,7,0.656018746717526,False,True
0.5700000000000001,0,0.9742092548654657,False,True
0.5700000000000001,1,0.9227376421354865,False,True
0.5700000000000001,2,0.5964209890694201,False,True
0.5700000000000001,3,0.7907618329445226,False,True
0.5700000000000001,4,0.6136801877506798,False,True
0.5700000000000001,5,0.47606358313355013,True,False
0.5700000000000001,6,0.9873939846971594,False,True
0.5700000000000001,7,0.656018746717526,False,True
