threshold,face_index,distance,is_same_person,will_mosaic
0.45,0,0.9189957537406837,False,True
0.45,1,0.887959951565096,False,True
0.45,2,0.8483045621964236,False,True
0.45,3,0.46589836809073404,False,True
0.45,4,0.8527608528556007,False,True
0.45,5,0.8364752449935762,False,True
0.45,6,0.9474635688253731,False,True
0.45,7,0.7703947460005353,False,True
0.45,8,0.8183348237760772,False,True
0.45,9,0.9785161504807706,False,True
0.45,10,0.8523820863454499,False,True
0.45,11,0.9091643347980994,False,True
0.45,12,0.9541241801870385,False,True
0.45,13,0.8132473994095258,False,True
0.45,14,0.8743891728564501,False,True
0.45,15,0.8292764936637369,False,True
0.45,16,0.9910498797179139,False,True
0.45,17,0.9881488693587279,False,True
0.47000000000000003,0,0.9189957537406837,False,True
0.47000000000000003,1,0.887959951565096,False,True
0.47000000000000003,2,0.8483045621964236,False,True
0.47000000000000003,3,0.46589836809073404,True,False
0.47000000000000003,4,0.8527608528556007,False,True
0.47000000000000003,5,0.8364752449935762,False,True
0.47000000000000003,6,0.9474635688253731,False,True
0.47000000000000003,7,0.7703947460005353,False,True
0.47000000000000003,8,0.8183348237760772,False,True
0.47000000000000003,9,0.9785161504807706,False,True
0.47000000000000003,10,0.8523820863454499,False,True
0.47000000000000003,11,0.9091643347980994,False,True
0.47000000000000003,12,0.9541241801870385,False,True
0.47000000000000003,13,0.8132473994095258,False,True
0.47000000000000003,14,0.8743891728564501,False,True
0.47000000000000003,15,0.8292764936637369,False,True
0.47000000000000003,16,0.9910498797179139,False,True
0.47000000000000003,17,0.9881488693587279,False,True
0.49000000000000005,0,0.9189957537406837,False,True
0.49000000000000005,1,0.887959951565096,False,True
0.49000000000000005,2,0.8483045621964236,False,True
0.49000000000000005,3,0.46589836809073404,True,False
0.49000000000000005,4,0.8527608528556007,False,True
0.49000000000000005,5,0.8364752449935762,False,True
0.49000000000000005,6,0.9474635688253731,False,True
0.49000000000000005,7,0.7703947460005353,False,True
0.49000000000000005,8,0.8183348237760772,False,True
0.49000000000000005,9,0.9785161504807706,False,True
0.49000000000000005,10,0.8523820863454499,False,True
0.49000000000000005,11,0.9091643347980994,False,True
0.49000000000000005,12,0.9541241801870385,False,True
0.49000000000000005,13,0.8132473994095258,False,True
0.49000000000000005,14,0.8743891728564501,False,True
0.49000000000000005,15,0.8292764936637369,False,True
0.49000000000000005,16,0.9910498797179139,False,True
0.49000000000000005,17,0.9881488693587279,False,True
0.51,0,0.9189957537406837,False,True
0.51,1,0.887959951565096,False,True
0.51,2,0.8483045621964236,False,True
0.51,3,0.46589836809073404,True,False
0.51,4,0.8527608528556007,False,True
0.51,5,0.8364752449935762,False,True
0.51,6,0.9474635688253731,False,True
0.51,7,0.7703947460005353,False,True
0.51,8,0.8183348237760772,False,True
0.51,9,0.9785161504807706,False,True
0.51,10,0.8523820863454499,False,True
0.51,11,0.9091643347980994,False,True
0.51,12,0.9541241801870385,False,True
0.51,13,0.8132473994095258,False,True
0.51,14,0.8743891728564501,False,True
0.51,15,0.8292764936637369,False,True
0.51,16,0.9910498797179139,False,True
0.51,17,0.9881488693587279,False,True
0.53,0,0.9189957537406837,False,True
0.53,1,0.887959951565096,False,True
0.53,2,0.8483045621964236,False,True
0.53,3,0.46589836809073404,True,False
0.53,4,0.8527608528556007,False,True
0.53,5,0.8364752449935762,False,True
0.53,6,0.9474635688253731,False,True
0.53,7,0.7703947460005353,False,True
0.53,8,0.8183348237760772,False,True
0.53,9,0.9785161504807706,False,True
0.53,10,0.8523820863454499,False,True
0.53,11,0.9091643347980994,False,True
0.53,12,0.9541241801870385,False,True
0.53,13,0.8132473994095258,False,True
0.53,14,0.8743891728564501,False,True
0.53,15,0.8292764936637369,False,True
0.53,16,0.9910498797179139,False,True
0.53,17,0.9881488693587279,False,True
0.55,0,0.9189957537406837,False,True
0.55,1,0.887959951565096,False,True
0.55,2,0.8483045621964236,False,True
0.55,3,0.46589836809073404,True,False
0.55,4,0.8527608528556007,False,True
0.55,5,0.8364752449935762,False,True
0.55,6,0.9474635688253731,False,True
0.55,7,0.7703947460005353,False,True
0.55,8,0.8183348237760772,False,True
0.55,9,0.9785161504807706,False,True
0.55,10,0.8523820863454499,False,True
0.55,11,0.9091643347980994,False,True
0.55,12,0.9541241801870385,False,True
0.55,13,0.8132473994095258,False,True
0.55,14,0.8743891728564501,False,True
0.55,15,0.8292764936637369,False,True
0.55,16,0.9910498797179139,False,True
0.55,17,0.9881488693587279,False,True
0.5700000000000001,0,0.9189957537406837,False,True
0.5700000000000001,1,0.887959951565096,False,True
0.5700000000000001,2,0.8483045621964236,False,True
0.5700000000000001,3,0.46589836809073404,True,False
0.5700000000000001,4,0.8527608528556007,False,True
0.5700000000000001,5,0.8364752449935762,False,True
0.5700000000000001,6,0.9474635688253731,False,True
0.5700000000000001,7,0.7703947460005353,False,True
0.5700000000000001,8,0.8183348237760772,False,True
0.5700000000000001,9,0.9785161504807706,False,True
0.5700000000000001,10,0.8523820863454499,False,True
0.5700000000000001,11,0.9091643347980994,False,True
0.5700000000000001,12,0.9541241801870385,False,True
0.5700000000000001,13,0.8132473994095258,False,True
0.5700000000000001,14,0.8743891728564501,False,True
0.5700000000000001,15,0.8292764936637369,False,True
0.5700000000000001,16,0.9910498797179139,False,True
0.5700000000000001,17,0.9881488693587279,False,True
