threshold,face_index,distance,is_same_person,will_mosaic
0.45,0,0.7505108292626737,False,True
0.45,1,0.7777102644869422,False,True
0.45,2,0.6522564715503547,False,True
0.45,3,0.5332217859215969,False,True
0.45,4,0.6652125749688154,False,True
0.45,5,0.8539333507124136,False,True
0.45,6,0.49742568041789403,False,True
0.47000000000000003,0,0.7505108292626737,False,True
0.47000000000000003,1,0.7777102644869422,False,True
0.47000000000000003,2,0.6522564715503547,False,True
0.47000000000000003,3,0.5332217859215969,False,True
0.47000000000000003,4,0.6652125749688154,False,True
0.47000000000000003,5,0.8539333507124136,False,True
0.47000000000000003,6,0.49742568041789403,False,True
0.49000000000000005,0,0.7505108292626737,False,True
0.49000000000000005,1,0.7777102644869422,False,True
0.49000000000000005,2,0.6522564715503547,False,True
0.49000000000000005,3,0.5332217859215969,False,True
0.49000000000000005,4,0.6652125749688154,False,True
0.49000000000000005,5,0.8539333507124136,False,True
0.49000000000000005,6,0.49742568041789403,False,True
0.51,0,0.7505108292626737,False,True
0.51,1,0.7777102644869422,False,True
0.51,2,0.6522564715503547,False,True
0.51,3,0.5332217859215969,False,True
0.51,4,0.6652125749688154,False,True
0.51,5,0.8539333507124136,False,True
0.51,6,0.49742568041789403,True,False
0.53,0,0.7505108292626737,False,True
0.53,1,0.7777102644869422,False,True
0.53,2,0.6522564715503547,False,True
0.53,3,0.5332217859215969,False,True
0.53,4,0.6652125749688154,False,True
0.53,5,0.8539333507124136,False,True
0.53,6,0.49742568041789403,True,False
0.55,0,0.7505108292626737,False,True
0.55,1,0.7777102644869422,False,True
0.55,2,0.6522564715503547,False,True
0.55,3,0.5332217859215969,True,False
0.55,4,0.6652125749688154,False,True
0.55,5,0.8539333507124136,False,True
0.55,6,0.49742568041789403,True,False
0.5700000000000001,0,0.7505108292626737,False,True
0.5700000000000001,1,0.7777102644869422,False,True
0.5700000000000001,2,0.6522564715503547,False,True
0.5700000000000001,3,0.5332217859215969,True,False
0.5700000000000001,4,0.6652125749688154,False,True
0.5700000000000001,5,0.8539333507124136,False,True
0.5700000000000001,6,0.49742568041789403,True,False
